Home,Home Win %,Home Odds,Away,Away Win %,Away Odds
Atlanta Hawks,0.18182886,5.22,Orlando Magic,0.81817114,1.16
Atlanta Hawks,0.28801045,3.3,Toronto Raptors,0.7119895,1.33
Atlanta Hawks,0.400715,2.37,Charlotte Hornets,0.599285,1.59
Atlanta Hawks,0.53814536,1.77,Orlando Magic,0.46185464,2.06
Atlanta Hawks,0.76094836,1.25,Los Angeles Lakers,0.23905164,3.97
Atlanta Hawks,0.28941932,3.28,New York Knicks,0.7105807,1.34
Atlanta Hawks,0.4061144,2.34,Detroit Pistons,0.5938856,1.6
Atlanta Hawks,0.6895616,1.38,Phoenix Suns,0.3104384,3.06
Atlanta Hawks,0.27400562,3.47,Minnesota Timberwolves,0.72599435,1.31
Atlanta Hawks,0.57739544,1.65,Chicago Bulls,0.42260456,2.25
Atlanta Hawks,0.50161356,1.89,San Antonio Spurs,0.49838644,1.91
Atlanta Hawks,0.74521714,1.27,Brooklyn Nets,0.25478286,3.73
