Home,Home Win %,Home Odds,Away,Away Win %,Away Odds
Atlanta Hawks,0.48645556,2.0556862,Golden State Warriors,0.51354444,1.9472512
Atlanta Hawks,0.40065348,2.4959223,Toronto Raptors,0.5993465,1.6684839
Atlanta Hawks,0.5520377,1.8114704,Dallas Mavericks,0.44796228,2.2323308
Atlanta Hawks,0.52618396,1.900476,Orlando Magic,0.47381604,2.1105237
Atlanta Hawks,0.4379202,2.283521,Houston Rockets,0.5620798,1.7791069
Atlanta Hawks,0.6554735,1.5256147,Cleveland Cavaliers,0.34452653,2.902534
Atlanta Hawks,0.6256099,1.5984403,Sacramento Kings,0.37439013,2.6710107
Atlanta Hawks,0.3104153,3.2214906,San Antonio Spurs,0.68958473,1.4501481
Atlanta Hawks,0.94369537,1.059664,Miami Heat,0.056304634,17.760529
Atlanta Hawks,0.8470131,1.1806192,Milwaukee Bucks,0.15298688,6.536508
Atlanta Hawks,0.3328332,3.004508,Brooklyn Nets,0.6671668,1.4988755
Atlanta Hawks,0.95880514,1.0429648,Phoenix Suns,0.041194856,24.274876
Atlanta Hawks,0.99552417,1.004496,Charlotte Hornets,0.004475832,223.42215
Atlanta Hawks,0.8737672,1.1444696,New York Knicks,0.1262328,7.921871
Atlanta Hawks,0.18605721,5.374691,Detroit Pistons,0.8139428,1.2285876
Atlanta Hawks,0.8250355,1.212069,Charlotte Hornets,0.17496449,5.7154455
Atlanta Hawks,0.90464044,1.1054115,Brooklyn Nets,0.095359564,10.486625
Atlanta Hawks,0.96492577,1.0363492,Washington Wizards,0.035074234,28.510958
Atlanta Hawks,0.42479238,2.3540912,Minnesota Timberwolves,0.5752076,1.7385027
Atlanta Hawks,0.7636576,1.3094873,New Orleans Pelicans,0.23634237,4.2311497
Atlanta Hawks,0.72032505,1.3882622,Utah Jazz,0.27967495,3.5755794
Atlanta Hawks,0.54736686,1.8269283,Sacramento Kings,0.45263314,2.2092948
Atlanta Hawks,0.858425,1.1649241,Boston Celtics,0.14157498,7.063395
Atlanta Hawks,0.3292434,3.0372667,Oklahoma City Thunder,0.6707566,1.4908538
Atlanta Hawks,0.29819474,3.3535132,Toronto Raptors,0.70180523,1.4248967
Atlanta Hawks,0.71720845,1.3942947,Los Angeles Lakers,0.28279155,3.5361736
Atlanta Hawks,0.18655023,5.3604865,San Antonio Spurs,0.81344974,1.2293322
Atlanta Hawks,0.46397147,2.155305,Miami Heat,0.5360285,1.8655725
Atlanta Hawks,0.8703574,1.1489533,Philadelphia 76ers,0.1296426,7.7135134
Atlanta Hawks,0.87669045,1.1406535,Portland Trail Blazers,0.12330955,8.109672
Atlanta Hawks,0.47891325,2.0880609,Detroit Pistons,0.52108675,1.9190662
Atlanta Hawks,0.70830035,1.4118304,New York Knicks,0.29169965,3.4281838
Atlanta Hawks,0.3201007,3.124017,New York Knicks,0.67989933,1.470806
Atlanta Hawks,0.5459488,1.8316736,Chicago Bulls,0.4540512,2.2023947
Atlanta Hawks,0.8273267,1.2087123,Brooklyn Nets,0.17267329,5.7912836
Atlanta Hawks,0.8166952,1.224447,Orlando Magic,0.18330479,5.4553947
Atlanta Hawks,0.3387265,2.9522345,LA Clippers,0.6612735,1.5122336
Atlanta Hawks,0.46302953,2.1596894,Dallas Mavericks,0.5369705,1.8622997
Atlanta Hawks,0.31429517,3.1817224,Indiana Pacers,0.6857048,1.4583534
Atlanta Hawks,0.7387572,1.3536247,Orlando Magic,0.2612428,3.8278565
Atlanta Hawks,0.7087005,1.4110334,Miami Heat,0.29129952,3.4328928
Atlanta Hawks,0.4322312,2.3135767,Milwaukee Bucks,0.5677688,1.7612803
Atlanta Hawks,0.6054952,1.6515408,Golden State Warriors,0.3945048,2.5348234
Atlanta Hawks,0.43337098,2.3074918,Chicago Bulls,0.56662905,1.7648231
Atlanta Hawks,0.71558225,1.3974634,Charlotte Hornets,0.28441775,3.515955
Atlanta Hawks,0.61433524,1.6277758,Memphis Grizzlies,0.38566476,2.5929255
Atlanta Hawks,0.8310769,1.203258,Indiana Pacers,0.16892308,5.919854
Atlanta Hawks,0.5440831,1.8379545,Denver Nuggets,0.45591688,2.1933823
Atlanta Hawks,0.5816244,1.7193227,Houston Rockets,0.4183756,2.3901968
Atlanta Hawks,0.34801772,2.873417,Washington Wizards,0.6519823,1.5337839
Atlanta Hawks,0.5187524,1.927702,Milwaukee Bucks,0.4812476,2.0779324
Atlanta Hawks,0.38605702,2.590291,Cleveland Cavaliers,0.613943,1.6288158
Atlanta Hawks,0.7691744,1.3000953,Phoenix Suns,0.2308256,4.332275
Atlanta Hawks,0.5666498,1.7647585,Toronto Raptors,0.4333502,2.3076024
Atlanta Hawks,0.56794196,1.7607433,Boston Celtics,0.43205804,2.314504
Atlanta Hawks,0.5130344,1.949187,Washington Wizards,0.4869656,2.053533
Atlanta Hawks,0.9460822,1.0569906,Sacramento Kings,0.053917825,18.546741
Atlanta Hawks,0.5647281,1.7707638,Los Angeles Lakers,0.43527192,2.2974145
Atlanta Hawks,0.8635233,1.1580464,Houston Rockets,0.1364767,7.327258
Atlanta Hawks,0.61719334,1.6202378,Chicago Bulls,0.38280666,2.6122847
Atlanta Hawks,0.90653265,1.1031042,Philadelphia 76ers,0.093467355,10.698923
Atlanta Hawks,0.7206845,1.3875697,Milwaukee Bucks,0.27931547,3.5801811
Atlanta Hawks,0.2381105,4.199731,New Orleans Pelicans,0.7618895,1.3125262
Atlanta Hawks,0.06372744,15.691828,Detroit Pistons,0.93627256,1.068065
Atlanta Hawks,0.06863666,14.569473,Oklahoma City Thunder,0.93136334,1.0736948
Atlanta Hawks,0.090619616,11.035138,Miami Heat,0.9093804,1.0996499
Atlanta Hawks,0.24474178,4.085939,Orlando Magic,0.7552582,1.3240505
Atlanta Hawks,0.8441601,1.1846094,Charlotte Hornets,0.15583992,6.416841
Atlanta Hawks,0.7114079,1.4056634,Minnesota Timberwolves,0.2885921,3.4650984
Atlanta Hawks,0.3060849,3.2670674,New York Knicks,0.6939151,1.4410985
Atlanta Hawks,0.60448706,1.6542951,Detroit Pistons,0.39551294,2.5283623
Atlanta Hawks,0.10536861,9.490493,San Antonio Spurs,0.8946314,1.1177788
Atlanta Hawks,0.8788429,1.1378598,Boston Celtics,0.12115711,8.253746
Atlanta Hawks,0.68820655,1.4530522,Milwaukee Bucks,0.31179345,3.2072515
Atlanta Hawks,0.33753172,2.9626846,Chicago Bulls,0.6624683,1.5095061
Atlanta Hawks,0.78439915,1.2748611,Philadelphia 76ers,0.21560085,4.6382008
Atlanta Hawks,0.15526457,6.4406195,LA Clippers,0.84473544,1.1838026
Atlanta Hawks,0.16323978,6.125958,Washington Wizards,0.8367602,1.1950855
Atlanta Hawks,0.49977896,2.0008845,New York Knicks,0.500221,1.9991163
Atlanta Hawks,0.8593353,1.1636901,Orlando Magic,0.1406647,7.109104
Atlanta Hawks,0.58693755,1.7037588,Utah Jazz,0.41306245,2.4209414
Atlanta Hawks,0.6953209,1.4381849,Denver Nuggets,0.3046791,3.282142
Atlanta Hawks,0.2777594,3.600238,Miami Heat,0.72224057,1.3845803
Atlanta Hawks,0.77905756,1.2836022,Dallas Mavericks,0.22094244,4.526066
Atlanta Hawks,0.63346255,1.5786253,Cleveland Cavaliers,0.36653745,2.728234
Atlanta Hawks,0.549795,1.8188598,Indiana Pacers,0.45020503,2.2212102
Atlanta Hawks,0.90432227,1.1058005,Golden State Warriors,0.09567773,10.451753
Atlanta Hawks,0.89487976,1.1174686,Brooklyn Nets,0.10512024,9.512916
Atlanta Hawks,0.66941714,1.4938369,Toronto Raptors,0.33058286,3.0249603
Atlanta Hawks,0.39996475,2.5002203,Memphis Grizzlies,0.60003525,1.6665688
Atlanta Hawks,0.41535807,2.4075613,Portland Trail Blazers,0.58464193,1.7104486
Atlanta Hawks,0.0438654,22.79701,Brooklyn Nets,0.9561346,1.0458778
Atlanta Hawks,0.29778957,3.3580759,Phoenix Suns,0.7022104,1.4240745
Atlanta Hawks,0.45596367,2.1931572,Boston Celtics,0.5440363,1.8381126
Atlanta Hawks,0.27238905,3.6712196,Cleveland Cavaliers,0.72761095,1.3743608
Atlanta Hawks,0.9036378,1.1066381,Charlotte Hornets,0.09636217,10.377516
Atlanta Hawks,0.4433938,2.2553315,Denver Nuggets,0.5566062,1.7966024
Atlanta Hawks,0.21464004,4.658963,Milwaukee Bucks,0.78536,1.2733015
Atlanta Hawks,0.59222484,1.6885478,Houston Rockets,0.40777516,2.4523318
Atlanta Hawks,0.29725,3.3641715,Boston Celtics,0.70274997,1.4229813
Atlanta Hawks,0.9806635,1.0197178,Sacramento Kings,0.019336522,51.71561
Atlanta Hawks,0.788877,1.2676247,Boston Celtics,0.21112299,4.7365756
Atlanta Hawks,0.87695694,1.1403068,LA Clippers,0.12304306,8.127236
Atlanta Hawks,0.83036673,1.2042872,New York Knicks,0.16963327,5.89507
Atlanta Hawks,0.074309655,13.457202,Toronto Raptors,0.92569035,1.0802748
Atlanta Hawks,0.088416174,11.310148,Cleveland Cavaliers,0.91158384,1.0969918
Atlanta Hawks,0.4090361,2.444772,Brooklyn Nets,0.5909639,1.6921507
Atlanta Hawks,0.7163938,1.3958802,Orlando Magic,0.28360617,3.5260165
Atlanta Hawks,0.7803432,1.2814875,Detroit Pistons,0.21965683,4.552556
Atlanta Hawks,0.41425592,2.4139667,Miami Heat,0.5857441,1.7072302
Atlanta Hawks,0.18380499,5.440549,Indiana Pacers,0.816195,1.2251974
Atlanta Hawks,0.6233441,1.6042503,Dallas Mavericks,0.37665588,2.6549432
Atlanta Hawks,0.66660815,1.5001316,Washington Wizards,0.33339185,2.9994736
Atlanta Hawks,0.7547349,1.3249686,Portland Trail Blazers,0.24526513,4.0772204
Atlanta Hawks,0.66651684,1.5003372,Brooklyn Nets,0.33348316,2.9986522
Atlanta Hawks,0.4991902,2.0032444,San Antonio Spurs,0.5008098,1.9967661
Atlanta Hawks,0.58203125,1.7181208,New Orleans Pelicans,0.41796875,2.3925233
Atlanta Hawks,0.17223501,5.8060203,Chicago Bulls,0.827765,1.2080723
Atlanta Hawks,0.48667032,2.054779,Utah Jazz,0.5133297,1.9480658
Atlanta Hawks,0.422597,2.3663206,Toronto Raptors,0.577403,1.7318926
Atlanta Hawks,0.18906553,5.289171,Washington Wizards,0.8109345,1.2331452
Atlanta Hawks,0.16026536,6.2396517,Minnesota Timberwolves,0.8397347,1.1908523
Atlanta Hawks,0.3166149,3.158411,Charlotte Hornets,0.68338513,1.4633037
Atlanta Hawks,0.8273993,1.2086062,Memphis Grizzlies,0.17260069,5.79372
Atlanta Hawks,0.48479187,2.0627408,Cleveland Cavaliers,0.5152081,1.9409631
Atlanta Hawks,0.2663709,3.754164,Detroit Pistons,0.7336291,1.3630866
Atlanta Hawks,0.2404818,4.158319,Los Angeles Lakers,0.7595182,1.3166242
Atlanta Hawks,0.3778948,2.6462393,Indiana Pacers,0.62210524,1.6074451
Atlanta Hawks,0.11161718,8.959194,Golden State Warriors,0.8883828,1.1256409
Atlanta Hawks,0.37356737,2.6768932,Phoenix Suns,0.62643266,1.5963408
Atlanta Hawks,0.37711778,2.6516914,Chicago Bulls,0.62288225,1.6054399
Atlanta Hawks,0.17913651,5.582335,Oklahoma City Thunder,0.8208635,1.2182294
Atlanta Hawks,0.20198068,4.9509687,Charlotte Hornets,0.7980193,1.2531025
Atlanta Hawks,0.2781469,3.5952227,Philadelphia 76ers,0.72185314,1.3853233
Atlanta Hawks,0.84861475,1.178391,Orlando Magic,0.15138525,6.6056633
Atlanta Hawks,0.3626253,2.7576675,Miami Heat,0.6373747,1.5689359
Atlanta Hawks,0.05214659,19.176708,Philadelphia 76ers,0.9478534,1.0550154
Atlanta Hawks,0.7280448,1.3735418,Dallas Mavericks,0.2719552,3.6770763
Atlanta Hawks,0.39448076,2.534978,Chicago Bulls,0.60551924,1.6514752
Atlanta Hawks,0.13652365,7.3247385,Sacramento Kings,0.86347634,1.1581093
Atlanta Hawks,0.26514062,3.7715836,Miami Heat,0.73485935,1.3608047
